"|","|__1990","|__1991","|__1992","|__1993","|__1994","|__1995","|__1996","|__1997","|__1998","|__1999","|__2000","|__2001","|__2002","|__2003","|__2004","|__2005","|__2006","|__2007","|__2008","|__2009","|__2010","|__2011"
"PRY","0","0","0","0","0","0","0.020359611823641","0.0995767192816775","0.194904950702691","0.381657320196943","0.747630711548184","1.09879383569333","1.79496959770244","2.11194208210034","3.45243843137079","7.90700786141285","7.96207388394416","11.21","14.27","18.9","19.8","23.9"
"SAU","0","0","0","0","0","0.0109561335585549","0.0267326514047821","0.0520990308798771","0.101429892697824","0.493585340238987","2.21069180908888","4.6810531658103","6.38470501955932","8.00158289090878","10.2345329969583","12.7050359882849","19.4595543513634","30","36","38","41","47.5"
"LBN","0","0","0","0","0","0.0716179907830511","0.14016693882414","1.24107973937325","2.72235219941557","5.37680949802644","7.95274373635276","6.78321977527715","7","8","9","10.14","15","18.74","22.53","30.14","43.68","52"
"SVN","0","0","0","0.40979239917058","1.0715701717727","2.89898560933372","5.0722722714599","7.59192300372915","10.1046028486896","12.6109384253276","15.1102595640388","30.1759104700854","27.8388854180687","31.8547930120441","40.81","46.81","54.01","56.74","58","64","70","72"
"BFA","0","0","0","0","0","0","0.000960518557074445","0.0186863531133987","0.0454234840502704","0.0617802926867843","0.0770801689426014","0.157732464653607","0.200992597925001","0.373440303233526","0.400295285492178","0.469914488656657","0.632707564461829","0.75","0.92","1.13","2.4","3"
"CHE","0.595714223377047","1.17995596994298","1.75171332160464","2.16727020325671","2.72000432910163","3.5520072108588","4.54965674817947","15.1","24.8","34","47.1","55.1","61.4","65.1","67.8","70.1","75.7","77.2","79.2","81.3","83.9","85.2"
"MRT","0","0","0","0","0","0","0","0.00417252732901087","0.0405947949353934","0.118464463622525","0.192031462434805","0.261448551967195","0.363229414608579","0.424004895843197","0.481470438230954","0.669966474877597","0.97966125273203","1.43361319586788","1.87","2.28","4","4.5"
"HRV","0","0","0","0.097213389005641","0.268318996512712","0.51402858984181","0.85898236788368","1.72960931152469","3.27322027921442","4.40535911936871","6.64488254374396","11.5585731811648","17.76","22.75","30.91","33.14","37.98","41.44","50.6","56.27","60.32","70.71"
"CHL","0","0","0.0365489381510097","0.0717831442696916","0.141084506727297","0.346980781428478","0.683475610172851","1.05709249598086","1.66232202183041","4.103419297232","16.6","19.1","22.1","25.4737788864723","28.1779101232438","31.1753470303684","34.4977511736017","35.9","37.3","38.8","45","53.8938"
"CHN","0","0","0","0.000168680270954864","0.0011681145300252","0.00495470950415135","0.0130816917950895","0.0323948609340087","0.168540297316545","0.708187956801324","1.77591320677415","2.63965021485872","4.59570433077551","6.2","7.3","8.52325700269541","10.5231526193851","16","22.6","28.9","34.3","38.3"
"JAM","0","0","0","0","0.0368171040811351","0.109487985518389","0.591145841711251","0.797797440825369","1.97872631761407","2.35568855598647","3.11577802729967","3.8630203874764","6.1","7.8","10","12.8","16.4","21.1","23.6","24.3","27.67","31.5"
"URY","0","0","0","0","0.0624743855019442","0.310128582411554","1.84747208854564","3.36323966812774","6.98706936489058","9.97276528462272","10.5390577480141","11.1214376832783","11.4194701966853","15.9371367159756","17.0630983403661","20.0881895579305","29.4","34","39.3","41.8","46.4","51.4"
"NIC","0","0","0","0","0.0131662275729771","0.0300464776085064","0.0840932914156307","0.20621681842506","0.303808974638634","0.497901643314416","0.980216486692385","1.44879942820716","1.71472958428668","1.88041253242301","2.32066460863941","2.56635117656203","2.8055730627337","3.9","5.3","7.3","10","10.6"
"KAZ","0","0","0","0","0.000521078881417335","0.0113023546258183","0.0318245120029329","0.0645967541164605","0.13106960398892","0.464277217538881","0.668594402621264","1.00612421099739","1.67477099516366","2.00041475265872","2.6503946570164","2.96170749150089","3.26836905115978","4.02","11","18.2","31.6","45"
"PYF","0","0","0","0","0","0","0.0909719442523926","0.21438525029478","1.31616469607564","3.44890023193854","6.3570635452072","6.25158894552365","8.20021648571522","14.1242937853107","17.8845374263753","21.5421854743002","25.1079642462589","28.59","33.87","44.6","49","49"
"NGA","0","0","0","0","0","0","0.00883298044104308","0.0172374007399361","0.02523146101791","0.0410387229077741","0.0640808079494101","0.089901370457273","0.320461975542327","0.558576244860521","1.28613764134527","3.54915571796492","5.54503608300536","6.77","15.86","20","24","28.43"
"PSE","0","0","0","0","0","0","0","0","0","0","1.11130620708969","1.83685483917877","3.10009223512517","4.13061635632919","4.40090482603223","16.005","18.41","21.176","24.358","32.23","42","55"
"COD","0","0","0","0","0","0","0.000108206731817796","0.000211213230126382","0.000413065168672064","0.00100907613529895","0.0059021136806903","0.0114757819210493","0.0927907024606925","0.134914837437335","0.196208375178039","0.238037798692792","0.29605361030881","0.37","0.44","0.56","0.72","1.2"
"DEU","0.125892223365436","0.250274153436101","0.435285290207688","0.463635096479496","0.922541043112975","1.8377377536464","3.05480523429391","6.71108747669468","9.87785242805539","20.8459826390268","30.2163466048889","31.650939416316","48.82","55.9","64.73","68.71","72.16","75.16","78","79","82","83"
"LKA","0","0","0","0","0.00276544818070014","0.00548443582924889","0.054464498514862","0.162464548204775","0.296351104287732","0.348414424914655","0.647410010940963","0.793821864362622","1.05042270585318","1.45858022842408","1.44615998041486","1.79204679392588","2.53756612897332","3.88","5.8","8.78","12","15"
"MWI","0","0","0","0","0","0","0","0.00466851795189877","0.0180573651794229","0.0872787549022295","0.126780944756387","0.164020725330811","0.21509472652259","0.278815116302304","0.347505334967577","0.384489334082782","0.425137489606563","0.965864736553132","0.7","1.07","2.26","3.33"
"CIV","0","0","0","0","0","0.000200255606255825","0.00840977984943001","0.0188283612861277","0.060974438600722","0.118685916651984","0.231461670612799","0.395747702246439","0.497929360753307","0.758669629452205","0.849282414747704","1.03923820514001","1.52490079122527","1.8","1.9","2","2.1","2.2"
"UGA","0","0","0","0","0","0.00286347126499427","0.00462594814589685","0.010319340979965","0.06528946519658","0.105543940327651","0.163714063074854","0.237945087191408","0.384093504951945","0.464849840113968","0.719970679914031","1.7422055032439","2.52936303826279","3.67196535074744","7.9","9.78","12.5","13.01354333"
"TKM","0","0","0","0","0","0","0","0","0","0.0450207703323929","0.13328218259348","0.175209517731422","0.302132016152841","0.425182631884743","0.754053982724623","0.997256558542959","1.3195731180963","1.40636068812023","1.75","1.95","3","5"
"NLD","0.334386942002658","0.53149612838289","1.32000802828883","1.96708773709636","3.25730883098769","6.47315766003377","9.64906914465055","14.0655113980191","22.2438276873626","39.1760072483196","43.984351373138","49.3730621073123","61.29","64.35","68.52","81","83.7","85.82","87.42","89.63","90.72","92.3"
"BMU","0","0","0","0","0","6.83816346466949","16.2024660153275","24.1892567447711","32.1037593502199","39.9475887635422","42.9498600152711","47.5096998970623","52.0315973700393","56.5220121836337","60.9908670086326","65.4470657898838","69.8996551617012","74.3505940302669","82.3","83.25","84.21","88.336"
"ROU","0","0","0","0.00370321429851994","0.0263001616407934","0.0749527555146049","0.221622649231938","0.445444675615383","2.23764947274713","2.69758021659411","3.61371729139783","4.53866902895312","6.58","8.9","15","21.5","24.66","28.3","32.42","36.6","39.93","44.02"
"MNG","0","0","0","0","0","0.00881122479549147","0.0181607493256454","0.112742553679548","0.145810541501754","0.508471559914475","1.25565200358112","1.65323823906982","2.0395726034818","0","0","0","0","0","12.49","12.6","12.9","20"
